Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
961773,704PFC2028,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07364,Finance (including NBFCs),Debentures and Bonds
961775,801REC23,REC Ltd,Active,F ,1000.00,INE020B07HO1,Finance (including NBFCs),Debentures and Bonds
961776,846REC28,REC Ltd,Active,F ,1000.00,INE020B07HP8,Finance (including NBFCs),Debentures and Bonds
961777,837REC33,REC Ltd,Active,F ,1000.00,INE020B07HQ6,Finance (including NBFCs),Debentures and Bonds
961778,826REC23,REC Ltd,Active,F ,1000.00,INE020B07HR4,Finance (including NBFCs),Debentures and Bonds
961779,871REC28,REC Ltd,Active,F ,1000.00,INE020B07HS2,Finance (including NBFCs),Debentures and Bonds
961780,862REC33,REC Ltd,Active,F ,1000.00,INE020B07HT0,Finance (including NBFCs),Debentures and Bonds
961781,814HUDCO23,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07907,Housing Finance ,Debentures and Bonds
961782,851HUDCO28,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07915,Housing Finance ,Debentures and Bonds
961783,849HUDCO33,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07923,Housing Finance ,Debentures and Bonds
961784,839HUDCO23,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07931,Housing Finance ,Debentures and Bonds
961785,876HUDCO28,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07949,Housing Finance ,Debentures and Bonds
961786,874HUDCO33,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07956,Housing Finance ,Debentures and Bonds
961787,818NHPC23,NHPC Ltd,Active,F ,1000.00,INE848E07518,Electric Utilities,Debentures and Bonds
961788,854NHPC28,NHPC Ltd,Active,F ,1000.00,INE848E07526,Electric Utilities,Debentures and Bonds
961789,867NHPC33,NHPC Ltd,Active,F ,1000.00,INE848E07534,Electric Utilities,Debentures and Bonds
961790,843NHPC23,NHPC Ltd,Active,F ,1000.00,INE848E07542,Electric Utilities,Debentures and Bonds
961791,879NHPC28,NHPC Ltd,Active,F ,1000.00,INE848E07559,Electric Utilities,Debentures and Bonds
961792,892NHPC33,NHPC Ltd,Active,F ,1000.00,INE848E07567,Electric Utilities,Debentures and Bonds
961793,801IIFCL23,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07263,Finance (including NBFCs),Debentures and Bonds
961794,826IIFCL23,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07271,Finance (including NBFCs),Debentures and Bonds
961795,838IIFCL28,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07289,Finance (including NBFCs),Debentures and Bonds
961796,863IIFCL28,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07297,Finance (including NBFCs),Debentures and Bonds
961797,850IIFCL33,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07305,Finance (including NBFCs),Debentures and Bonds
961798,875IIFCL33,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07313,Finance (including NBFCs),Debentures and Bonds
961799,818PFC23,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07414,Finance (including NBFCs),Debentures and Bonds
961800,854PFC28,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07430,Finance (including NBFCs),Debentures and Bonds
961801,867PFC33,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07455,Finance (including NBFCs),Debentures and Bonds
961802,843PFC23,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07422,Finance (including NBFCs),Debentures and Bonds
961803,879PFC28,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07448,Finance (including NBFCs),Debentures and Bonds
961804,892PFC33,Power Finance Corporation Ltd,Active,F ,1000.00,INE134E07463,Finance (including NBFCs),Debentures and Bonds
961805,841NTPC23,NTPC Ltd,Active,F ,1000.00,INE733E07JE0,Electric Utilities,Debentures and Bonds
961806,848NTPC28,NTPC Ltd,Active,F ,1000.00,INE733E07JF7,Electric Utilities,Debentures and Bonds
961807,866NTPC33,NTPC Ltd,Active,F ,1000.00,INE733E07JG5,Electric Utilities,Debentures and Bonds
961808,866NTPC23,NTPC Ltd,Active,F ,1000.00,INE733E07JH3,Electric Utilities,Debentures and Bonds
961809,873NTPC28,NTPC Ltd,Active,F ,1000.00,INE733E07JI1,Electric Utilities,Debentures and Bonds
961810,891NTPC33,NTPC Ltd,Active,F ,1000.00,INE733E07JJ9,Electric Utilities,Debentures and Bonds
961811,851HUDCO24,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07964,Housing Finance ,Debentures and Bonds
961812,858HUDCO29,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07972,Housing Finance ,Debentures and Bonds
961813,876HUDCO34,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07980,Housing Finance ,Debentures and Bonds
961814,876HUDCO24,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07998,Housing Finance ,Debentures and Bonds
961815,883HUDCO29,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AA4,Housing Finance ,Debentures and Bonds
961816,901HUDCO34,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AB2,Housing Finance ,Debentures and Bonds
961817,841IIFCL24,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07321,Finance (including NBFCs),Debentures and Bonds
961818,848IIFCL29B,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07339,Finance (including NBFCs),Debentures and Bonds
961819,866IIFCL34D,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07347,Finance (including NBFCs),Debentures and Bonds
961820,866IIFCL24A,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07354,Finance (including NBFCs),Debentures and Bonds
961821,873IIFCL29C,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07362,Finance (including NBFCs),Debentures and Bonds
961822,891IIFCL34,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07370,Finance (including NBFCs),Debentures and Bonds
961823,827NHAI24,National Highways Authority Of India,Active,F ,1000.00,INE906B07DC5,Roads &amp; Highways,Debentures and Bonds
961824,852NHAI24,National Highways Authority Of India,Active,F ,1000.00,INE906B07DD3,Roads &amp; Highways,Debentures and Bonds
961825,850NHAI29,National Highways Authority Of India,Active,F ,1000.00,INE906B07DE1,Roads &amp; Highways,Debentures and Bonds
961826,875NHAI29,National Highways Authority Of India,Active,F ,1000.00,INE906B07DF8,Roads &amp; Highways,Debentures and Bonds
961827,823IRFC24,Indian Railway Finance Corporation,Active,F ,1000.00,INE053F07652,Other Financial Services,Debentures and Bonds
961828,840IRFC29,Indian Railway Finance Corporation,Active,F ,1000.00,INE053F07660,Other Financial Services,Debentures and Bonds
961829,848IRFC24,Indian Railway Finance Corporation,Active,F ,1000.00,INE053F07678,Other Financial Services,Debentures and Bonds
961830,865IRFC29,Indian Railway Finance Corporation,Active,F ,1000.00,INE053F07686,Other Financial Services,Debentures and Bonds
961831,816IREDA24,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07104,Finance (including NBFCs),Debentures and Bonds
961833,855IREDA29,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07120,Finance (including NBFCs),Debentures and Bonds
961835,855IREDA34,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07146,Finance (including NBFCs),Debentures and Bonds
961837,841IREDA24,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07112,Finance (including NBFCs),Debentures and Bonds
961839,880IREDA29,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07138,Finance (including NBFCs),Debentures and Bonds
961841,880IREDA34,Indian Renewable Energy Development Agency Ltd,Active,F ,1000.00,INE202E07153,Finance (including NBFCs),Debentures and Bonds
961843,836KPL24,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07053,Marine Port &amp; Services,Debentures and Bonds
961845,875KPL29,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07061,Marine Port &amp; Services,Debentures and Bonds
961847,875KPL34,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07079,Marine Port &amp; Services,Debentures and Bonds
961849,861KPL24,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07087,Marine Port &amp; Services,Debentures and Bonds
961851,900KPL29,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07095,Marine Port &amp; Services,Debentures and Bonds
961853,900KPL34,Kamarajar Port Ltd,Active,F ,1000.00,INE363O07103,Marine Port &amp; Services,Debentures and Bonds
961855,829HUDCO24,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AC0,Housing Finance ,Debentures and Bonds
961857,873HUDCO29,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AD8,Housing Finance ,Debentures and Bonds
961859,871HUDCO34,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AE6,Housing Finance ,Debentures and Bonds
961861,854HUDCO24,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AF3,Housing Finance ,Debentures and Bonds
961863,898HUDCO29,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AG1,Housing Finance ,Debentures and Bonds
961865,896HUDCO34,Housing &amp; Urban Development Cor [HU,Active,F ,1000.00,INE031A07AH9,Housing Finance ,Debentures and Bonds
961867,819REC24,REC Ltd,Active,F ,1000.00,INE020B07IC4,Finance (including NBFCs),Debentures and Bonds
961869,863REC29,REC Ltd,Active,F ,1000.00,INE020B07ID2,Finance (including NBFCs),Debentures and Bonds
961871,861REC34,REC Ltd,Active,F ,1000.00,INE020B07IE0,Finance (including NBFCs),Debentures and Bonds
961873,844REC24,REC Ltd,Active,F ,1000.00,INE020B07IF7,Finance (including NBFCs),Debentures and Bonds
961875,888REC29,REC Ltd,Active,F ,1000.00,INE020B07IG5,Finance (including NBFCs),Debentures and Bonds
961877,886REC34,REC Ltd,Active,F ,1000.00,INE020B07IH3,Finance (including NBFCs),Debentures and Bonds
961879,819IRFC24,Indian Railway Finance Corporation Ltd,Active,F ,1000.00,INE053F07710,Other Financial Services,Debentures and Bonds
961881,863IRFC29,Indian Railway Finance Corporation Ltd,Active,F ,1000.00,INE053F07728,Other Financial Services,Debentures and Bonds
961883,844IRFC24,Indian Railway Finance Corporation Ltd,Active,F ,1000.00,INE053F07736,Other Financial Services,Debentures and Bonds
961885,888IRFC29,Indian Railway Finance Corporation Ltd,Active,F ,1000.00,INE053F07744,Other Financial Services,Debentures and Bonds
961887,816IIFCL24,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07388,Finance (including NBFCs),Debentures and Bonds
961889,855IIFCL29,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07396,Finance (including NBFCs),Debentures and Bonds
961891,855IIFCL34,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07404,Finance (including NBFCs),Debentures and Bonds
961893,841IIFCL24B,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07412,Finance (including NBFCs),Debentures and Bonds
961895,880IIFCL29,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07420,Finance (including NBFCs),Debentures and Bonds
961897,880IIFCL34,India Infrastructure Finance Company Ltd,Active,F ,1000.00,INE787H07438,Finance (including NBFCs),Debentures and Bonds
961900,711NTPC25A,NTPC Ltd,Active,F ,1000.00,INE733E07JR2,Electric Utilities,Debentures and Bonds
961902,728NTPC30B,NTPC Ltd,Active,F ,1000.00,INE733E07JS0,Electric Utilities,Debentures and Bonds
961904,737NTPC35C,NTPC Ltd,Active,F ,1000.00,INE733E07JT8,Electric Utilities,Debentures and Bonds
961906,736NTPC25D,NTPC Ltd,Active,F ,1000.00,INE733E07JU6,Electric Utilities,Debentures and Bonds
961908,753NTPC30E,NTPC Ltd,Active,F ,1000.00,INE733E07JV4,Electric Utilities,Debentures and Bonds
961910,762NTPC35F,NTPC Ltd,Active,F ,1000.00,INE733E07JW2,Electric Utilities,Debentures and Bonds
972107,KWSPF01JL05,Karnataka Water and Sanitation Pooled Fund Trust,Active,F ,250000.00,INE095H07014,Utilities:Non-Elec.,Debentures and Bonds
972227,TCAPL9SEP06,Transmission Corporation of Andhra Pradesh Ltd,Active,F ,1000000.00,INE947F09024,Electric Utilities,Debentures and Bonds
972302,TCAPL06SR2,Transmission Corporation of Andhra Pradesh Ltd,Active,F ,1000000.00,INE947F09040,Electric Utilities,Debentures and Bonds
972360,PIDBSTRPPB,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11022,Construction &amp; Engineering,Debentures and Bonds
972361,PIDBSTRPPC,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11030,Construction &amp; Engineering,Debentures and Bonds
972362,PIDBSTRPPD,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11048,Construction &amp; Engineering,Debentures and Bonds
972363,PIDBSTRPPE,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11055,Construction &amp; Engineering,Debentures and Bonds
972364,PIDBSTRPPF,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11063,Construction &amp; Engineering,Debentures and Bonds
972365,PIDBSTRPPG,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11071,Construction &amp; Engineering,Debentures and Bonds
972366,PIDBSTRPPH,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11089,Construction &amp; Engineering,Debentures and Bonds
972367,PIDBSTRPPI,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11097,Construction &amp; Engineering,Debentures and Bonds
972368,PIDBSTRPPJ,Punjab Infrastructure Development Board,Active,F ,1000000.00,INE091D11105,Construction &amp; Engineering,Debentures and Bonds
972392,APSFC08SRII,Andhra Pradesh State Financial Corporation,Active,F ,1000000.00,INE695F09391,Other Financial Services,Debentures and Bonds
972411,IDBI2007VII,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08N67,Banks,Debentures and Bonds
972413,IIFCL17NOV8,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09012,Finance (including NBFCs),Debentures and Bonds
972416,IIFCL181207,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H08030,Finance (including NBFCs),Debentures and Bonds
972448,APSFCIII08,Andhra Pradesh State Financial Corporation,Active,F ,600000.00,INE695F09409,Other Financial Services,Debentures and Bonds
972459,IDBISRXVII,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08Q98,Banks,Debentures and Bonds
972465,IIFCL28APR9,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09061,Finance (including NBFCs),Debentures and Bonds
972466,IIFCL08APR9,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09053,Finance (including NBFCs),Debentures and Bonds
972470,SBH05JUN09,State Bank of Hyderabad,Active,F ,1000000.00,INE649A09076,Banks,Debentures and Bonds
972471,BOB08JUL09,Bank of Baroda,Active,F ,1000000.00,INE028A09123,Banks,Debentures and Bonds
972475,IDBISRI0609,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08R30,Banks,Debentures and Bonds
972476,SBH21AUG09,State Bank of Hyderabad,Active,F ,1000000.00,INE649A09084,Banks,Debentures and Bonds
972477,IOBSRIII09,Indian Overseas Bank,Active,F ,1000000.00,INE565A09199,Banks,Debentures and Bonds
972478,IIFCL12AUG9,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09079,Finance (including NBFCs),Debentures and Bonds
972479,IIFCLSRVIII,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09087,Finance (including NBFCs),Debentures and Bonds
972482,IOBSRIVPERP,Indian Overseas Bank,Active,F ,1000000.00,INE565A09207,Banks,Debentures and Bonds
972483,SBH08SEP09,State Bank of Hyderabad,Active,F ,1000000.00,INE649A09092,Banks,Debentures and Bonds
972484,PSPC0910SR1,Punjab State Power Corporation Ltd,Active,F ,1000000.00,INE078G08036,Electric Utilities,Debentures and Bonds
972494,SBM25NOV09,State Bank of Mysore,Active,F ,1000000.00,INE651A09072,Banks,Debentures and Bonds
972495,YES30SEP09,Yes Bank Ltd,Active,F ,1000000.00,INE528G08139,Banks,Debentures and Bonds
972496,IIFCLSRIX,India Infrastructure Finance Company Ltd,Active,F ,1000000.00,INE787H09095,Finance (including NBFCs),Debentures and Bonds
972497,BOBTR1SRIII,Bank of Baroda,Active,F ,1000000.00,INE028A09149,Banks,Debentures and Bonds
972499,TCAPLSRI08B,Transmission Corporation of Andhra Pradesh Ltd,Active,F ,1000000.00,INE947F09073,Electric Utilities,Debentures and Bonds
972501,BOM30SEP9A,Bank of Maharashtra,Active,F ,1000000.00,INE457A09165,Banks,Debentures and Bonds
972502,BOM30SEP9B,Bank of Maharashtra,Active,F ,1000000.00,INE457A09157,Banks,Debentures and Bonds
972503,BOM30SEP9C,Bank of Maharashtra,Active,F ,1000000.00,INE457A09140,Banks,Debentures and Bonds
972504,ANDHRA18129,Andhra Bank,Active,F ,1000000.00,INE434A09123,Banks,Debentures and Bonds
972505,IDBI23NOV09,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S13,Banks,Debentures and Bonds
972506,IDBI19NOV09,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08R97,Banks,Debentures and Bonds
972507,IDBI26SEP09,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08R71,Banks,Debentures and Bonds
972508,IDBI23DEC09,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S21,Banks,Debentures and Bonds
972509,IHFCL25119A,ICICI Home Finance Company Ltd,Active,F ,1000000.00,INE071G07041,Other Financial Services,Debentures and Bonds
972510,IHFCL25119B,ICICI Home Finance Company Ltd,Active,F ,1000000.00,INE071G08262,Other Financial Services,Debentures and Bonds
972511,ANDHRA24129,Andhra Bank,Active,F ,1000000.00,INE434A09131,Banks,Debentures and Bonds
972513,SAIL26OCT9A,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07638,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972515,SAIL19NOV9B,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07646,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972516,SAIL11AUG9I,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07471,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972518,SAIL25AUG9J,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07489,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972519,SAIL7DEC09D,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07661,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972521,SAIL30DEC9E,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07679,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972522,SAIL15SEP9L,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07505,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972523,SAIL15SEP9M,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07513,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972530,SAIL26OCT9S,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07570,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972531,SAIL26OCT9T,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07620,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972532,SAIL26OCT9U,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07588,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972533,SAIL26OCT9V,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07596,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972534,SAIL26OCT9W,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07604,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972535,SAIL26OCT9X,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07612,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972537,CBOI20JAN10,Central Bank of India,Active,F ,1000000.00,INE483A09211,Banks,Debentures and Bonds
972538,IDBISRIX,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S39,Banks,Debentures and Bonds
972539,IDBISRX,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S47,Banks,Debentures and Bonds
972540,SBH24FEB10,State Bank of Hyderabad,Active,F ,1000000.00,INE649A09100,Banks,Debentures and Bonds
972541,NTPCXXXI,NTPC Ltd,Active,F ,1000000.00,INE733E07CF2,Electric Utilities,Debentures and Bonds
972546,DTL020310E,Delhi Transco Ltd,Active,F ,100000.00,INE491F07050,Electric Utilities,Debentures and Bonds
972547,DTL020310F,Delhi Transco Ltd,Active,F ,100000.00,INE491F07068,Electric Utilities,Debentures and Bonds
972548,DTL020310G,Delhi Transco Ltd,Active,F ,100000.00,INE491F07076,Electric Utilities,Debentures and Bonds
972549,DTL020310H,Delhi Transco Ltd,Active,F ,100000.00,INE491F07084,Electric Utilities,Debentures and Bonds
972550,DTL020310I,Delhi Transco Ltd,Active,F ,100000.00,INE491F07092,Electric Utilities,Debentures and Bonds
972551,DTL020310J,Delhi Transco Ltd,Active,F ,100000.00,INE491F07100,Electric Utilities,Debentures and Bonds
972552,WBSE16OCT9,West Bengal State Electricity Transmission Company Ltd,Active,F ,100000.00,INE631K07010,Electric Utilities,Debentures and Bonds
972553,IDBI10MAR10,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S54,Banks,Debentures and Bonds
972555,NTPC31MAR10,NTPC Ltd,Active,F ,1000000.00,INE733E07CV9,Electric Utilities,Debentures and Bonds
972556,IFCI15APR10,IFCI Ltd,Active,F ,1000000.00,INE039A09LK9,Financial Institutions,Debentures and Bonds
972557,IFCI28JAN10,IFCI Ltd,Active,F ,1000000.00,INE039A09LC6,Financial Institutions,Debentures and Bonds
972558,IFCI08MAR10,IFCI Ltd,Active,F ,1000000.00,INE039A09LG7,Financial Institutions,Debentures and Bonds
972559,SREI23MAR10,SREI Infrastructure Finance Ltd,Active,F ,1000000.00,INE872A08BE9,Finance (including NBFCs),Debentures and Bonds
972560,YES05MAR10,Yes Bank Ltd,Active,F ,1000000.00,INE528G09061,Banks,Debentures and Bonds
972561,IDBI23MAR10,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S62,Banks,Debentures and Bonds
972562,IFCISR50,IFCI Ltd,Active,F ,1000000.00,INE039A09LL7,Financial Institutions,Debentures and Bonds
972563,IFCISR51,IFCI Ltd,Active,F ,1000000.00,INE039A09LM5,Financial Institutions,Debentures and Bonds
972564,BOB31MAY10,Bank of Baroda,Active,F ,1000000.00,INE028A09156,Banks,Debentures and Bonds
972565,WBIDFC07410,West Bengal Infrastructure Development Finance Corporation Ltd,Active,F ,1000000.00,INE740F08397,Finance (including NBFCs),Debentures and Bonds
972566,NABARD10410,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FC7,Banks,Debentures and Bonds
972567,BOB30JUN10,Bank of Baroda,Active,F ,1000000.00,INE028A09164,Banks,Debentures and Bonds
972569,BOM01FEB10,Bank of Maharashtra,Active,F ,1000000.00,INE457A09173,Banks,Debentures and Bonds
972570,HDFC07JUL10,HDFC Bank Ltd,Active,F ,1000000.00,INE040A08294,Banks,Debentures and Bonds
972571,IDBI08JUL10,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S88,Banks,Debentures and Bonds
972572,IDBI22JUN10,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S70,Banks,Debentures and Bonds
972573,BOB10AUG10,Bank of Baroda,Active,F ,1000000.00,INE028A09172,Banks,Debentures and Bonds
972574,IFCISR53,IFCI Ltd,Active,F ,1000000.00,INE039A09MC4,Financial Institutions,Debentures and Bonds
972575,IFCISR54,IFCI Ltd,Active,F ,1000000.00,INE039A09MD2,Financial Institutions,Debentures and Bonds
972576,IFCISR52A,IFCI Ltd,Active,F ,25000.00,INE039A09LS2,Financial Institutions,Debentures and Bonds
972577,IFCISR52B,IFCI Ltd,Active,F ,25000.00,INE039A09LT0,Financial Institutions,Debentures and Bonds
972578,IFCISR52C,IFCI Ltd,Active,F ,25000.00,INE039A09LU8,Financial Institutions,Debentures and Bonds
972579,IFCISR52D,IFCI Ltd,Active,F ,25000.00,INE039A09LV6,Financial Institutions,Debentures and Bonds
972580,IFCISR52E,IFCI Ltd,Active,F ,25000.00,INE039A09LW4,Financial Institutions,Debentures and Bonds
972581,IFCISR52F,IFCI Ltd,Active,F ,25000.00,INE039A09LX2,Financial Institutions,Debentures and Bonds
972582,IFCISR52G,IFCI Ltd,Active,F ,25000.00,INE039A09LY0,Financial Institutions,Debentures and Bonds
972583,IFCISR52H,IFCI Ltd,Active,F ,25000.00,INE039A09LZ7,Financial Institutions,Debentures and Bonds
972584,IFCISR52I,IFCI Ltd,Active,F ,25000.00,INE039A09MA8,Financial Institutions,Debentures and Bonds
972585,IFCISR52J,IFCI Ltd,Active,F ,25000.00,INE039A09MB6,Financial Institutions,Debentures and Bonds
972588,BOB27AUG10,Bank of Baroda,Active,F ,1000000.00,INE028A09180,Banks,Debentures and Bonds
972589,MPML16JUL10,Mysore Paper Mills Ltd,Active,F ,1000000.00,INE924F08025,Paper &amp; Paper Products,Debentures and Bonds
972590,SBH20SEP10,State Bank of Hyderabad,Active,F ,1000000.00,INE649A09118,Banks,Debentures and Bonds
972591,WBSEDC16810,West Bengal State Electricity Distribution Company Ltd,Active,F ,1000000.00,INE411L07015,Electric Utilities,Debentures and Bonds
972592,SAIL01FEB10,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07687,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972593,SAIL23APR10,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07695,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972594,SAIL30APR10,Steel Authority of India Ltd,Active,F ,1000000.00,INE114A07703,Iron &amp; Steel/Interm.Products,Debentures and Bonds
972595,YES14AUG10,Yes Bank Ltd,Active,F ,1000000.00,INE528G08154,Banks,Debentures and Bonds
972596,YES21AUG10,Yes Bank Ltd,Active,F ,1000000.00,INE528G09079,Banks,Debentures and Bonds
972597,YES08SEP10,Yes Bank Ltd,Active,F ,1000000.00,INE528G08162,Banks,Debentures and Bonds
972598,YES30SEP10,Yes Bank Ltd,Active,F ,1000000.00,INE528G08170,Banks,Debentures and Bonds
972599,WBSED251010,West Bengal State Electricity Distribution Company Ltd,Active,F ,1000000.00,INE411L07023,Electric Utilities,Debentures and Bonds
972600,RECL25OCT10,REC Ltd,Active,F ,1000000.00,INE020B08450,Finance (including NBFCs),Debentures and Bonds
972601,IDBI29SEP10,IDBI Bank Ltd,Active,F ,1000000.00,INE008A08S96,Banks,Debentures and Bonds
972602,NABARD10610,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FF0,Banks,Debentures and Bonds
972603,NABARD10710,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FG8,Banks,Debentures and Bonds
972604,NABARD11010,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FL8,Banks,Debentures and Bonds
972605,NABARD10810,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FJ2,Banks,Debentures and Bonds
972606,NABARD10910,National Bank for Agriculture and Rural Development,Active,F ,20000.00,INE261F09FK0,Banks,Debentures and Bonds
972607,IFCISR55,IFCI Ltd,Active,F ,1000000.00,INE039A09MN1,Financial Institutions,Debentures and Bonds
972608,IFCI150910A,IFCI Ltd,Active,F ,5000.00,INE039A08114,Financial Institutions,Debentures and Bonds
972609,IFCI150910B,IFCI Ltd,Active,F ,5000.00,INE039A08122,Financial Institutions,Debentures and Bonds
